Word,Lower,Level
Nachbereitung,nachbereitung,A2
nennen,nennen,A2
Personalabteilung,personalabteilung,A2
Personalbüro,personalbüro,A2
Personalleiter,personalleiter,A2
Personalleiterin,personalleiterin,A2
Protokoll,protokoll,A2
reagieren,reagieren,A2
Regel,regel,A2
Rettungswagen,rettungswagen,A2
Rückfrage,rückfrage,A2
Sekretariat,sekretariat,A2
Sicherheit,sicherheit,A2
Steckdose,steckdose,A2
Steuer,steuer,A2
Teelicht,teelicht,A2
überlasten,überlasten,A2
unterstützen,unterstützen,A2
verabschieden,verabschieden,A2
verbessern,verbessern,A2
verboten,verboten,A2
Verhalten,verhalten,A2
verlegen,verlegen,A2
vermeiden,vermeiden,A2
Vermeidung,vermeidung,A2
Versicherung,versicherung,A2
Vertrieb,vertrieb,A2
verwenden,verwenden,A2
vorbeikommen,vorbeikommen,A2
vorbereiten,vorbereiten,A2
Vorschrift,vorschrift,A2
Werbeflyer,werbeflyer,A2
Werbeagentur,werbeagentur,A2
Werbetexter,werbetexter,A2
Werbetexterin,werbetexterin,A2
beraten,beraten,A2
Bericht,bericht,A2
Berufskolleg,berufskolleg,A2
Berufswunsch,berufswunsch,A2
Biologie,biologie,A2
Bundesland,bundesland,A2
Chemie,chemie,A2
damals,damals,A2
dieselbe,dieselbe,A2
Diplom,diplom,A2
Elternabend,elternabend,A2
Elternsprechtag,elternsprechtag,A2
Englischlehrerin,englischlehrerin,A2
Englischlehrer,englischlehrer,A2
Erdkunde,erdkunde,A2
etwa,etwa,A2
Fach,fach,A2
Fachhochschule,fachhochschule,A2
Fachhochschulreife,fachhochschulreife,A2
Fluss,fluss,A2
formell,formell,A2
Fotografin,fotografin,A2
Fotograf,fotograf,A2
freiwillig,freiwillig,A2
Gesamtschule,gesamtschule,A2
Geschichte,geschichte,A2
Gipsbein,gipsbein,A2
Glück,glück,A2
Gymnasium,gymnasium,A2
Halbjahr,halbjahr,A2
Hauptschule,hauptschule,A2
hinfallen,hinfallen,A2
Integrationsverein,integrationsverein,A2
Jugendliche,jugendliche,A2
Junge,junge,A2
Kindertagesstätte,kindertagesstätte,A2
Klasse,klasse,A2
Klassenarbeit,klassenarbeit,A2
Klassenlehrer,klassenlehrer,A2
Klassenlehrerin,klassenlehrerin,A2
Knöchel,knöchel,A2
Korb,korb,A2
Kunst,kunst,A2
Lieblingsfach,lieblingsfach,A2
lösen,lösen,A2
Lust,lust,A2
Mädchen,mädchen,A2
mangelhaft,mangelhaft,A2
Mathearbeit,mathearbeit,A2
Meinung,meinung,A2
Nachhilfe,nachhilfe,A2
normal,normal,A2
Note,note,A2
Oberschule,oberschule,A2
olympisch,olympisch,A2
Pflicht,pflicht,A2
Physik,physik,A2
Pilot,pilot,A2
Pilotin,pilotin,A2
Planung,planung,A2
Realschule,realschule,A2
Rede,rede,A2
Religion,religion,A2
Schaubild,schaubild,A2
schrecklich,schrecklich,A2
Schulform,schulform,A2
Schulleiter,schulleiter,A2
Schulleiterin,schulleiterin,A2
Schulpflicht,schulpflicht,A2
Schulsystem,schulsystem,A2
selbst,selbst,A2
Sozialpädagoge,sozialpädagoge,A2
Sozialpädagogin,sozialpädagogin,A2
Sportunterricht,sportunterricht,A2
streng,streng,A2
Tagesordnung,tagesordnung,A2
Teenager,teenager,A2
teilnehmen,teilnehmen,A2
Tier,tier,A2
Tierpfleger,tierpfleger,A2
Tierpflegerin,tierpflegerin,A2
träumen,träumen,A2
traurig,traurig,A2
turnen,turnen,A2
umknicken,umknicken,A2
unfair,unfair,A2
ungenügend,ungenügend,A2
Uniform,uniform,A2
unten,unten,A2
Unterschied,unterschied,A2
Variante,variante,A2
Vergangenheit,vergangenheit,A2
Vokabeltest,vokabeltest,A2
Vortrag,vortrag,A2
werfen,werfen,A2
Akupunktur,akupunktur,A2
Alternative,alternative,A2
anerkannt,anerkannt,A2
Anweisung,anweisung,A2
Auflistung,auflistung,A2
Behandlung,behandlung,A2
belegen,belegen,A2
Bescheinigung,bescheinigung,A2
Boden,boden,A2
dagegen,dagegen,A2
damit,damit,A2
Eiswürfel,eiswürfel,A2
empfindlich,empfindlich,A2
engagieren,engagieren,A2
entspannen,entspannen,A2
Entspannung,entspannung,A2
erfahren,erfahren,A2
erstatten,erstatten,A2
fit,fit,A2
gesamt,gesamt,A2
gesundheitlich,gesundheitlich,A2
Gymnastik,gymnastik,A2
Handgelenk,handgelenk,A2
Hausmittel,hausmittel,A2
Haut,haut,A2
hiermit,hiermit,A2
hierzu,hierzu,A2
hochlegen,hochlegen,A2
holen,holen,A2
klagen,klagen,A2
kommunizieren,kommunizieren,A2
kompliziert,kompliziert,A2
Kostenerstattung,kostenerstattung,A2
Kostenübernahme,kostenübernahme,A2
kühlen,kühlen,A2
leihen,leihen,A2
manche,manche,A2
Massage,massage,A2
massieren,massieren,A2
Meditation,meditation,A2
Muskel,muskel,A2
Nebenwirkung,nebenwirkung,A2
Pilates,pilates,A2
Rat,rat,A2
reizen,reizen,A2
Rückenmuskulatur,rückenmuskulatur,A2
schlafengehen,schlafengehen,A2
schlagen,schlagen,A2
Schmerztablette,schmerztablette,A2
Schwellung,schwellung,A2
selber,selber,A2
speziell,speziell,A2
Sportart,sportart,A2
Sportverein,sportverein,A2
ständig,ständig,A2
stärken,stärken,A2
Tanzkurs,tanzkurs,A2
Teilnahme,teilnahme,A2
Teilnahmebescheinigung,teilnahmebescheinigung,A2
telefonisch,telefonisch,A2
Therapie,therapie,A2
Trainer,trainer,A2
Trainerin,trainerin,A2
treiben,treiben,A2
Tüte,tüte,A2
Übelkeit,übelkeit,A2
übersenden,übersenden,A2
überweisen,überweisen,A2
übrigens,übrigens,A2
Verabschiedung,verabschiedung,A2
vermitteln,vermitteln,A2
verschreiben,verschreiben,A2
Versicherungsnehmerin,versicherungsnehmerin,A2
Versicherungsnehmer,versicherungsnehmer,A2
Versicherungstarif,versicherungstarif,A2
Verspannung,verspannung,A2
während,während,A2
Wärmflasche,wärmflasche,A2
weggehen,weggehen,A2
zwischendurch,zwischendurch,A2
abheben,abheben,A2
Aktivität,aktivität,A2
anfordern,anfordern,A2
Armut,armut,A2
aufheben,aufheben,A2
ausdrucken,ausdrucken,A2
Bankkarte,bankkarte,A2
Bankkaufmann,bankkaufmann,A2
Bankkauffrau,bankkauffrau,A2
Bankleitzahl,bankleitzahl,A2
Bankschalter,bankschalter,A2
bar,bar,A2
Bargeld,bargeld,A2
bargeldlos,bargeldlos,A2
Basis,basis,A2
begleichen,begleichen,A2
berechnen,berechnen,A2
Bestellnummer,bestellnummer,A2
Bestellung,bestellung,A2
Blick,blick,A2
Broschüre,broschüre,A2
eigen,eigen,A2
Eingabe,eingabe,A2
eingeben,eingeben,A2
einzahlen,einzahlen,A2
erledigen,erledigen,A2
eröffnen,eröffnen,A2
Filiale,filiale,A2
folgend,folgend,A2
formulieren,formulieren,A2
Gebühr,gebühr,A2
Geldautomat,geldautomat,A2
Geldbörse,geldbörse,A2
Geldstück,geldstück,A2
genießen,genießen,A2
gewinnen,gewinnen,A2
Girocard,girocard,A2
Girokonto,girokonto,A2
Hufeisen,hufeisen,A2
indirekt,indirekt,A2
Innenstadt,innenstadt,A2
jederzeit,jederzeit,A2
Kleeblatt,kleeblatt,A2
Kleingeld,kleingeld,A2
Kontoauszug,kontoauszug,A2
Kontoinhaber,kontoinhaber,A2
Kontoinhaberin,kontoinhaberin,A2
Kontonummer,kontonummer,A2
Kontostand,kontostand,A2
kontrollieren,kontrollieren,A2
Kreditinstitut,kreditinstitut,A2
Kreditkarte,kreditkarte,A2
Kundennummer,kundennummer,A2
Kundenreferenz,kundenreferenz,A2
Laden,laden,A2
Leistung,leistung,A2
Menge,menge,A2
mobil,mobil,A2
monatlich,monatlich,A2
Münze,münze,A2
niemand,niemand,A2
Nulltarif,nulltarif,A2
nutzen,nutzen,A2
Pfennig,pfennig,A2
Quatsch,quatsch,A2
Rechnung,rechnung,A2
Rechnungsbetrag,rechnungsbetrag,A2
Rechnungsnummer,rechnungsnummer,A2
reich,reich,A2
Reichtum,reichtum,A2
Respekt,respekt,A2
Schein,schein,A2
schlachten,schlachten,A2
Schornsteinfeger,schornsteinfeger,A2
Schornsteinfegerin,schornsteinfegerin,A2
Sparkonto,sparkonto,A2
Sparschwein,sparschwein,A2
spätestens,spätestens,A2
stecken,stecken,A2
stoßen,stoßen,A2
TAN,tAN,A2
Taste,taste,A2
Täter/in,täter/in,A2
Überfall,überfall,A2
überfallen,überfallen,A2
Überwachungskamera,überwachungskamera,A2
Überweisung,überweisung,A2
Überweisungsformular,überweisungsformular,A2
Versuch,versuch,A2
Verwendungszweck,verwendungszweck,A2
Vorteil,vorteil,A2
weglaufen,weglaufen,A2
Zahlungsempfängerin,zahlungsempfängerin,A2
Zahlungsempfänger,zahlungsempfänger,A2
Zeitungsartikel,zeitungsartikel,A2
Zeuge,zeuge,A2
Zeugin,zeugin,A2
zurückgeben,zurückgeben,A2
abschalten,abschalten,A2
Appetit,appetit,A2
ärgern,ärgern,A2
asiatisch,asiatisch,A2
Ausflug,ausflug,A2
ausgezeichnet,ausgezeichnet,A2
Ausgleich,ausgleich,A2
außer,außer,A2
Aussicht,aussicht,A2
Babysitter,babysitter,A2
Babysitterin,babysitterin,A2
Band,band,A2
Basketball,basketball,A2
basteln,basteln,A2
Besteck,besteck,A2
Chor,chor,A2
daheim,daheim,A2
Daumen,daumen,A2
Einlass,einlass,A2
entlang,entlang,A2
Event,event,A2
Feuerzeug,feuerzeug,A2
Freizeit,freizeit,A2
Freizeitaktivität,freizeitaktivität,A2
Freizeitangebot,freizeitangebot,A2
Freizeitvergnügen,freizeitvergnügen,A2
Gabel,gabel,A2
Gastronomie,gastronomie,A2
Gedicht,gedicht,A2
Gegensatz,gegensatz,A2
Geiger,geiger,A2
Geigerin,geigerin,A2
gemischt,gemischt,A2
Geschirr,geschirr,A2
Grill,grill,A2
Grillkohle,grillkohle,A2
Grillplatz,grillplatz,A2
Grillsoße,grillsoße,A2
Grillzange,grillzange,A2
herrlich,herrlich,A2
herum,herum,A2
interessieren,interessieren,A2
Interviewpartnerin,interviewpartnerin,A2
Interviewpartner,interviewpartner,A2
irgendwo,irgendwo,A2
jährlich,jährlich,A2
jeweils,jeweils,A2
knackig,knackig,A2
konzentrieren,konzentrieren,A2
Kumpel,kumpel,A2
Leidenschaft,leidenschaft,A2
Löffel,löffel,A2
malen,malen,A2
meist,meist,A2
Messer,messer,A2
mitfahren,mitfahren,A2
nähen,nähen,A2
normalerweise,normalerweise,A2
Regie,regie,A2
Saal,saal,A2
Schach,schach,A2
Schnupperkurs,schnupperkurs,A2
Schüssel,schüssel,A2
segeln,segeln,A2
Sieg,sieg,A2
Spielfeld,spielfeld,A2
Sportergebnis,sportergebnis,A2
Sportplatz,sportplatz,A2
surfen,surfen,A2
Tango,tango,A2
Tänzerin,tänzerin,A2
Tänzer,tänzer,A2
Tischdecke,tischdecke,A2
Tischdekoration,tischdekoration,A2
trotzdem,trotzdem,A2
umfangreich,umfangreich,A2
Umfrage,umfrage,A2
Umkleide,umkleide,A2
unterhalten,unterhalten,A2
veranstalten,veranstalten,A2
Veranstaltungshinweis,veranstaltungshinweis,A2
verbringen,verbringen,A2
Verpackung,verpackung,A2
verteilen,verteilen,A2
Volleyballspiel,volleyballspiel,A2
wundervoll,wundervoll,A2
Vorlesung,vorlesung,A2
Abendkasse,abendkasse,A2
abholen,abholen,A2
aktuell,aktuell,A2
alle,alle,A2
anklicken,anklicken,A2
App,app,A2
aussuchen,aussuchen,A2
Benutzername,benutzername,A2
bestellen,bestellen,A2
chatten,chatten,A2
Datei,datei,A2
dich,dich,A2
diskutieren,diskutieren,A2
drucken,drucken,A2
Eintritt,eintritt,A2
empfehlen,empfehlen,A2
Empfehlung,empfehlung,A2
ﬂirten,ﬂirten,A2
Flohmarkt,flohmarkt,A2
Forum,forum,A2
funktionieren,funktionieren,A2
gebraucht,gebraucht,A2
googeln,googeln,A2
herausﬁnden,herausﬁnden,A2
herunterladen,herunterladen,A2
hochladen,hochladen,A2
informieren,informieren,A2
international,international,A2
Internet,internet,A2
Kennwort,kennwort,A2
Kinokarte,kinokarte,A2
klicken,klicken,A2
Kommentar,kommentar,A2
kostenlos,kostenlos,A2
Kulturcafé,kulturcafé,A2
Leser/in,leser/in,A2
löschen,löschen,A2
mailen,mailen,A2
mich,mich,A2
mitkommen,mitkommen,A2
mitmachen,mitmachen,A2
nachschauen,nachschauen,A2
Neffe,neffe,A2
nervös,nervös,A2
Newsletter,newsletter,A2
oben,oben,A2
Politik,politik,A2
prima,prima,A2
Programm,programm,A2
Radtour,radtour,A2
Regen,regen,A2
Regenschirm,regenschirm,A2
Reihenfolge,reihenfolge,A2
reservieren,reservieren,A2
Reservierung,reservierung,A2
Rolle,rolle,A2
sinken,sinken,A2
Smartphone,smartphone,A2
speichern,speichern,A2
Spielzeug,spielzeug,A2
starten,starten,A2
Startseite,startseite,A2
steigen,steigen,A2
Straßenfest,straßenfest,A2
Symbol,symbol,A2
tauschen,tauschen,A2
Temperatur,temperatur,A2
Theater,theater,A2
Treffpunkt,treffpunkt,A2
unternehmen,unternehmen,A2
Verabredung,verabredung,A2
Veranstaltung,veranstaltung,A2
Veranstaltungstipp,veranstaltungstipp,A2
Vorschlag,vorschlag,A2
Welt,welt,A2
Wettervorhersage,wettervorhersage,A2
Wirtschaft,wirtschaft,A2
Würstchen,würstchen,A2
zeitweise,zeitweise,A2
zuhören,zuhören,A2
zuschauen,zuschauen,A2
abfahren,abfahren,A2
Abfahrt,abfahrt,A2
ankommen,ankommen,A2
Ankunft,ankunft,A2
Anschluss,anschluss,A2
Anschlusszug,anschlusszug,A2
ausblenden,ausblenden,A2
ausfallen,ausfallen,A2
aussteigen,aussteigen,A2
Autofahren,autofahren,A2
Automat,automat,A2
Bahnfahren,bahnfahren,A2
Bahnsteig,bahnsteig,A2
bitten,bitten,A2
buchen,buchen,A2
Dauer,dauer,A2
defekt,defekt,A2
deshalb,deshalb,A2
drehen,drehen,A2
drüben,drüben,A2
Einfahrt,einfahrt,A2
einsteigen,einsteigen,A2
erhalten,erhalten,A2
erreichen,erreichen,A2
Fahrkartenschalter,fahrkartenschalter,A2
Fahrplan,fahrplan,A2
Fernbus,fernbus,A2
ﬂiegen,ﬂiegen,A2
Flugzeug,flugzeug,A2
Grund,grund,A2
Halt,halt,A2
hin,hin,A2
Hinfahrt,hinfahrt,A2
Mitarbeiter,mitarbeiter,A2
Mitarbeiterin,mitarbeiterin,A2
mitnehmen,mitnehmen,A2
nah,nah,A2
nämlich,nämlich,A2
Nummer,nummer,A2
Option,option,A2
passieren,passieren,A2
Pech,pech,A2
planmäßig,planmäßig,A2
preiswert,preiswert,A2
Reisemöglichkeit,reisemöglichkeit,A2
Reiseziel,reiseziel,A2
Richtung,richtung,A2
Rückfahrt,rückfahrt,A2
Schaffner/in,schaffner/in,A2
Schild,schild,A2
schwarzfahren,schwarzfahren,A2
schwierig,schwierig,A2
Senior,senior,A2
Seniorin,seniorin,A2
Serviceschalter,serviceschalter,A2
sondern,sondern,A2
sparen,sparen,A2
Station,station,A2
Störung,störung,A2
Strafe,strafe,A2
Strecke,strecke,A2
umsteigen,umsteigen,A2
Umwelt,umwelt,A2
unterwegs,unterwegs,A2
Verbindung,verbindung,A2
verehrt,verehrt,A2
verehrte,verehrte,A2
verpassen,verpassen,A2
verschlafen,verschlafen,A2
verspätet,verspätet,A2
Verspätung,verspätung,A2
Vorsicht,vorsicht,A2
wenig,wenig,A2
wohl,wohl,A2
Zeitschrift,zeitschrift,A2
Zoo,zoo,A2
ablesen,ablesen,A2
Ablesung,ablesung,A2
abstellen,abstellen,A2
afrikanisch,afrikanisch,A2
Altglas,altglas,A2
aufschließen,aufschließen,A2
ausführen,ausführen,A2
ausgeben,ausgeben,A2
ausziehen,ausziehen,A2
beachten,beachten,A2
bedeuten,bedeuten,A2
Beinbruch,beinbruch,A2
berufstätig,berufstätig,A2
Beschwerde,beschwerde,A2
besichtigen,besichtigen,A2
Bezirk,bezirk,A2
Biomüll,biomüll,A2
Biotonne,biotonne,A2
Brett,brett,A2
Briefkasten,briefkasten,A2
darum,darum,A2
dass,dass,A2
Ecke,ecke,A2
Einbauküche,einbauküche,A2
einrichten,einrichten,A2
Einweihungsparty,einweihungsparty,A2
Einwurfzeit,einwurfzeit,A2
einziehen,einziehen,A2
Einzug,einzug,A2
entsorgen,entsorgen,A2
erfolgen,erfolgen,A2
Fahrradständer,fahrradständer,A2
Fernwärme,fernwärme,A2
Gas,gas,A2
Gassi gehen,gassi gehen,A2
gehören,gehören,A2
gesondert,gesondert,A2
Glascontainer,glascontainer,A2
Hausbewohner/in,hausbewohner/in,A2
Hausmeister/in,hausmeister/in,A2
Hausordnung,hausordnung,A2
Hausregel,hausregel,A2
Hausreinigung,hausreinigung,A2
Hausverwaltung,hausverwaltung,A2
herzlich,herzlich,A2
hoch,hoch,A2
Hof,hof,A2
hoffen,hoffen,A2
jemand,jemand,A2
Kellerzugang,kellerzugang,A2
Kinderwagen,kinderwagen,A2
Kleinmöbel,kleinmöbel,A2
Kommode,kommode,A2
kündigen,kündigen,A2
legen,legen,A2
leidtun,leidtun,A2
Lieferantin,lieferantin,A2
Lieferant,lieferant,A2
liefern,liefern,A2
Maklerin,maklerin,A2
Makler,makler,A2
Mieterin,mieterin,A2
Mieter,mieter,A2
Mitbewohner,mitbewohner,A2
Mitbewohnerin,mitbewohnerin,A2
Mitteilung,mitteilung,A2
Müllabfuhr,müllabfuhr,A2
Nachbarschaft,nachbarschaft,A2
Nachricht,nachricht,A2
Nachtisch,nachtisch,A2
Nähe,nähe,A2
ordnungsgerecht,ordnungsgerecht,A2
privat,privat,A2
reichlich,reichlich,A2
Restmüll,restmüll,A2
schließlich,schließlich,A2
schonen,schonen,A2
setzen,setzen,A2
sogar,sogar,A2
sorgen,sorgen,A2
sorgfältig,sorgfältig,A2
Spaziergang,spaziergang,A2
Spiegel,spiegel,A2
Stellplatz,stellplatz,A2
Tiefgarage,tiefgarage,A2
Tonne,tonne,A2
trennen,trennen,A2
Treppe,treppe,A2
Treppenhaus,treppenhaus,A2
übernehmen,übernehmen,A2
umziehen,umziehen,A2
Umzug,umzug,A2
Umzugskarton,umzugskarton,A2
Vase,vase,A2
Verbraucherzähler,verbraucherzähler,A2
vereinbaren,vereinbaren,A2
Vermieter,vermieter,A2
Vermieterin,vermieterin,A2
vermieten,vermieten,A2
vorhanden,vorhanden,A2
wegen,wegen,A2
weil,weil,A2
weiterhin,weiterhin,A2
Wohngemeinschaft,wohngemeinschaft,A2
Wohnungsbesichtigung,wohnungsbesichtigung,A2
Wunsch,wunsch,A2
Zähler,zähler,A2
Zugang,zugang,A2
zuletzt,zuletzt,A2
zuzüglich,zuzüglich,A2
abgeben,abgeben,A2
ablehnen,ablehnen,A2
abmelden,abmelden,A2
Abmeldung,abmeldung,A2
ähnlich,ähnlich,A2
Amt,amt,A2
Amtsdeutsch,amtsdeutsch,A2
ändern,ändern,A2
Angehörige,angehörige,A2
ankreuzen,ankreuzen,A2
Anschrift,anschrift,A2
Antrag,antrag,A2
Antragsteller/in,antragsteller/in,A2
Arbeitsagentur,arbeitsagentur,A2
Arbeitserlaubnis,arbeitserlaubnis,A2
Arbeitslosengeld,arbeitslosengeld,A2
Arbeitsplatz,arbeitsplatz,A2
Arbeitsvermittlung,arbeitsvermittlung,A2
Aufenthalt,aufenthalt,A2
Aufenthaltserlaubnis,aufenthaltserlaubnis,A2
aufrufen,aufrufen,A2
Ausbildungsplatz,ausbildungsplatz,A2
Ausländeramt,ausländeramt,A2
Ausländerbehörde,ausländerbehörde,A2
Ausweis,ausweis,A2
beantragen,beantragen,A2
bearbeiten,bearbeiten,A2
Behörde,behörde,A2
Berufsberatung,berufsberatung,A2
Berufsinformationszentrum,berufsinformationszentrum,A2
Cousin/e,cousin/e,A2
dabei,dabei,A2
Dokument,dokument,A2
Ehepartner/in,ehepartner/in,A2
Eheschließung,eheschließung,A2
Einwohnermeldeamt,einwohnermeldeamt,A2
Enkel/in,enkel/in,A2
Enkelkind,enkelkind,A2
entschuldigen,entschuldigen,A2
Familienbuch,familienbuch,A2
Familienkasse,familienkasse,A2
Familienmitglied,familienmitglied,A2
fehlen,fehlen,A2
Finanzamt,finanzamt,A2
Geburt,geburt,A2
Geburtsdatum,geburtsdatum,A2
Geburtsland,geburtsland,A2
Geburtsname,geburtsname,A2
Geburtsort,geburtsort,A2
Geburtsurkunde,geburtsurkunde,A2
genehmigen,genehmigen,A2
Geschlecht,geschlecht,A2
herein,herein,A2
hingehen,hingehen,A2
Integration,integration,A2
Integrationskurs,integrationskurs,A2
Kindergeld,kindergeld,A2
Lebenspartner,lebenspartner,A2
Lebenspartnerin,lebenspartnerin,A2
Lichtbildausweis,lichtbildausweis,A2
losfahren,losfahren,A2
männlich,männlich,A2
Nichte,nichte,A2
notieren,notieren,A2
Personalausweis,personalausweis,A2
Reisepass,reisepass,A2
Schwiegereltern,schwiegereltern,A2
Staatsangehörigkeit,staatsangehörigkeit,A2
Team,team,A2
Teil,teil,A2
Unterlagen,unterlagen,A2
unterschreiben,unterschreiben,A2
Urkunde,urkunde,A2
vollständig,vollständig,A2
Webseite,webseite,A2
weiblich,weiblich,A2
wiederholen,wiederholen,A2
Zulassungsstelle,zulassungsstelle,A2
zuständig,zuständig,A2
Abitur,abitur,A2
ablegen,ablegen,A2
abschließen,abschließen,A2
Abschluss,abschluss,A2
anbieten,anbieten,A2
Anfängerin,anfängerin,A2
Anfänger,anfänger,A2
Architektur,architektur,A2
Ausland,ausland,A2
Autounfall,autounfall,A2
beenden,beenden,A2
Beratung,beratung,A2
Bereich,bereich,A2
Berufsausbildung,berufsausbildung,A2
Berufsschule,berufsschule,A2
besonders,besonders,A2
Bildungsweg,bildungsweg,A2
Büroorganisation,büroorganisation,A2
Chaos,chaos,A2
Decke,decke,A2
Ende,ende,A2
Energie,energie,A2
enthalten,enthalten,A2
entscheiden,entscheiden,A2
erforderlich,erforderlich,A2
Fitness,fitness,A2
ﬂiehen,ﬂiehen,A2
fortgeschritten,fortgeschritten,A2
Frisör,frisör,A2
Frisörin,frisörin,A2
genial,genial,A2
hoffentlich,hoffentlich,A2
jobben,jobben,A2
Kategorie,kategorie,A2
kaufmännisch,kaufmännisch,A2
Kenntnisse,kenntnisse,A2
Kommunikation,kommunikation,A2
kompakt,kompakt,A2
kürzen,kürzen,A2
Kursgebühr,kursgebühr,A2
Kurzprogramm,kurzprogramm,A2
Lebensweg,lebensweg,A2
Lehre,lehre,A2
Lehrmaterial,lehrmaterial,A2
Material,material,A2
miserabel,miserabel,A2
mittlere,mittlere,A2
Prost,prost,A2
Prüfung,prüfung,A2
